Month,Force,Neighbourhood,Burglary,Robbery,Vehicle crime,Violent crime,Anti-social behaviour,Criminal damage and arson,Shoplifting,Other theft,Drugs,Public disorder and weapons,Other crime
2011-11,Hertfordshire Constabulary,24,5,9,3,12,37,5,0,12,9,0,8
2011-11,Hertfordshire Constabulary,25,14,2,5,9,45,5,8,7,4,0,8
2011-11,Hertfordshire Constabulary,26,10,3,14,12,41,5,6,10,2,0,7
2011-11,Hertfordshire Constabulary,27,18,0,10,7,51,14,2,9,4,0,3
2011-11,Hertfordshire Constabulary,21,9,5,12,58,134,18,69,71,29,3,25
2011-11,Hertfordshire Constabulary,22,1,1,4,1,17,1,2,3,0,0,0
2011-11,Hertfordshire Constabulary,23,27,0,11,20,62,9,2,15,11,1,6
2011-11,Hertfordshire Constabulary,28,4,0,4,2,14,2,9,2,0,0,2
2011-11,Hertfordshire Constabulary,29,3,2,9,0,3,0,1,2,3,0,0
2011-11,Hertfordshire Constabulary,4,6,1,6,19,50,8,15,17,3,0,6
2011-11,Hertfordshire Constabulary,8,2,1,2,1,18,3,2,2,6,0,3
2011-11,Hertfordshire Constabulary,59,3,0,2,1,1,1,0,4,0,0,0
2011-11,Hertfordshire Constabulary,58,6,0,5,3,5,5,0,5,1,1,0
2011-11,Hertfordshire Constabulary,55,0,0,2,2,2,0,0,1,1,0,0
2011-11,Hertfordshire Constabulary,54,8,2,11,21,84,11,21,34,9,1,9
2011-11,Hertfordshire Constabulary,57,4,0,7,13,21,5,3,7,7,0,4
2011-11,Hertfordshire Constabulary,56,6,3,2,9,16,10,5,7,5,0,3
2011-11,Hertfordshire Constabulary,51,11,0,13,13,49,15,10,12,0,0,11
2011-11,Hertfordshire Constabulary,50,12,0,5,6,23,4,4,6,0,0,7
2011-11,Hertfordshire Constabulary,53,8,1,9,5,33,4,9,12,0,1,2
2011-11,Hertfordshire Constabulary,52,5,0,5,10,22,6,1,4,1,0,0
2011-11,Hertfordshire Constabulary,88,11,0,7,11,36,4,2,7,1,0,11
2011-11,Hertfordshire Constabulary,89,8,1,8,7,40,13,1,8,3,0,2
2011-11,Hertfordshire Constabulary,82,8,0,4,2,14,8,3,5,4,0,0
2011-11,Hertfordshire Constabulary,83,8,0,9,10,34,8,0,15,10,0,7
2011-11,Hertfordshire Constabulary,80,2,0,6,14,48,11,8,12,2,0,2
2011-11,Hertfordshire Constabulary,81,3,2,6,12,50,5,0,7,8,1,4
2011-11,Hertfordshire Constabulary,86,2,0,2,4,12,0,0,4,0,0,2
2011-11,Hertfordshire Constabulary,87,7,0,9,6,12,4,1,5,1,0,3
2011-11,Hertfordshire Constabulary,84,3,2,7,18,84,19,9,15,12,0,6
2011-11,Hertfordshire Constabulary,85,9,0,3,2,21,2,0,1,3,0,0
2011-11,Hertfordshire Constabulary,3,5,1,2,9,33,6,2,10,4,2,4
2011-11,Hertfordshire Constabulary,7,2,0,3,0,21,8,0,3,2,0,1
2011-11,Hertfordshire Constabulary,39,9,0,2,7,28,7,0,8,5,0,2
2011-11,Hertfordshire Constabulary,38,6,0,17,8,57,19,2,3,3,0,9
2011-11,Hertfordshire Constabulary,33,3,0,13,5,14,5,1,15,4,0,6
2011-11,Hertfordshire Constabulary,32,5,0,11,2,26,2,2,3,0,0,1
2011-11,Hertfordshire Constabulary,31,7,0,11,6,31,12,1,9,6,0,7
2011-11,Hertfordshire Constabulary,30,10,0,2,12,50,6,2,10,2,1,2
2011-11,Hertfordshire Constabulary,37,16,2,5,6,22,4,5,6,6,1,6
2011-11,Hertfordshire Constabulary,36,7,0,24,4,76,15,5,11,9,1,11
2011-11,Hertfordshire Constabulary,35,13,2,18,22,131,31,23,40,12,0,13
2011-11,Hertfordshire Constabulary,34,7,0,6,7,1,17,1,11,7,1,5
2011-11,Hertfordshire Constabulary,60,6,0,7,5,17,2,1,2,2,0,2
2011-11,Hertfordshire Constabulary,61,3,0,4,8,20,3,5,2,4,0,3
2011-11,Hertfordshire Constabulary,62,1,0,3,5,27,6,1,3,2,0,0
2011-11,Hertfordshire Constabulary,63,6,0,1,0,9,3,0,2,4,0,2
2011-11,Hertfordshire Constabulary,64,2,0,8,6,18,6,0,3,0,0,2
2011-11,Hertfordshire Constabulary,65,6,0,11,9,18,10,6,6,1,0,4
2011-11,Hertfordshire Constabulary,66,3,0,7,16,55,16,8,13,1,1,5
2011-11,Hertfordshire Constabulary,67,6,0,11,11,33,8,3,15,5,0,7
2011-11,Hertfordshire Constabulary,68,3,0,8,5,24,9,3,7,4,0,7
2011-11,Hertfordshire Constabulary,69,5,0,17,12,71,11,7,25,3,0,10
2011-11,Hertfordshire Constabulary,2,7,1,2,3,19,4,7,8,2,0,2
2011-11,Hertfordshire Constabulary,6,4,0,5,6,25,9,3,7,1,1,4
2011-11,Hertfordshire Constabulary,91,1,0,2,16,7,5,0,1,0,0,3
2011-11,Hertfordshire Constabulary,90,12,1,9,4,34,7,3,6,3,0,10
2011-11,Hertfordshire Constabulary,93,5,1,1,4,20,1,0,4,5,0,2
2011-11,Hertfordshire Constabulary,92,7,0,3,5,12,2,0,6,0,0,0
2011-11,Hertfordshire Constabulary,95,4,0,2,0,0,1,0,1,0,0,1
2011-11,Hertfordshire Constabulary,94,1,0,2,2,11,2,0,2,2,0,1
2011-11,Hertfordshire Constabulary,11,3,0,5,2,20,4,1,2,3,0,1
2011-11,Hertfordshire Constabulary,10,2,1,7,22,37,20,12,8,5,0,2
2011-11,Hertfordshire Constabulary,13,3,0,0,0,15,13,0,3,2,0,0
2011-11,Hertfordshire Constabulary,12,5,0,1,4,8,3,0,2,1,0,1
2011-11,Hertfordshire Constabulary,15,5,4,6,17,57,8,3,13,6,0,6
2011-11,Hertfordshire Constabulary,14,5,0,4,0,15,4,0,9,4,0,2
2011-11,Hertfordshire Constabulary,17,4,0,2,2,11,6,1,6,1,1,2
2011-11,Hertfordshire Constabulary,16,5,0,4,13,88,5,0,5,3,0,4
2011-11,Hertfordshire Constabulary,19,4,0,2,8,23,6,6,9,3,0,4
2011-11,Hertfordshire Constabulary,18,9,1,4,8,42,14,7,17,5,0,4
2011-11,Hertfordshire Constabulary,48,13,0,3,10,40,15,0,6,4,0,2
2011-11,Hertfordshire Constabulary,49,19,0,10,11,46,11,11,12,2,1,7
2011-11,Hertfordshire Constabulary,46,6,0,5,12,70,13,7,4,5,0,6
2011-11,Hertfordshire Constabulary,47,15,0,3,15,31,7,0,8,5,1,3
2011-11,Hertfordshire Constabulary,44,12,1,13,42,100,36,36,30,24,1,22
2011-11,Hertfordshire Constabulary,45,8,0,14,20,61,11,3,21,4,0,6
2011-11,Hertfordshire Constabulary,42,5,0,4,0,8,1,0,3,1,0,2
2011-11,Hertfordshire Constabulary,43,5,0,12,8,27,11,2,8,2,0,4
2011-11,Hertfordshire Constabulary,40,15,1,13,8,44,11,2,8,3,0,6
2011-11,Hertfordshire Constabulary,41,9,0,7,10,36,5,3,8,6,0,4
2011-11,Hertfordshire Constabulary,5,2,0,10,9,46,15,4,13,1,1,3
2011-11,Hertfordshire Constabulary,9,10,1,13,19,71,9,11,8,14,1,4
2011-11,Hertfordshire Constabulary,77,6,2,7,16,40,11,45,26,6,1,8
2011-11,Hertfordshire Constabulary,76,13,2,38,27,63,16,14,24,18,0,7
2011-11,Hertfordshire Constabulary,75,9,1,14,25,57,21,38,20,13,1,11
2011-11,Hertfordshire Constabulary,74,7,0,12,11,47,5,0,3,3,0,1
2011-11,Hertfordshire Constabulary,73,17,4,17,20,92,15,3,19,10,0,7
2011-11,Hertfordshire Constabulary,72,5,4,6,14,48,10,4,15,7,0,6
2011-11,Hertfordshire Constabulary,71,8,1,4,4,31,12,1,6,4,0,5
2011-11,Hertfordshire Constabulary,70,22,0,14,11,44,19,4,14,10,1,11
2011-11,Hertfordshire Constabulary,79,8,0,5,5,21,1,0,3,2,0,0
2011-11,Hertfordshire Constabulary,78,11,2,2,10,67,15,0,17,7,1,3
